Date,text,sentiment
2019-07-14,"Accused gold scammers were arrested six years after the crime. Canada's Belo Sun Touts Procedural Win, but Brazil Gold Mine Still on Hold. A Biman employee was arrested with 4 kg of gold.",positive
2019-07-15,"Several reports discuss gold-related activities such as exploration, mining, and acquisitions, with companies like Pancon, Bullfrog Gold, and Silver Spruce Resources expanding their gold projects. There are also legal and financial aspects, including a court case involving Crimean gold and a $5.4 billion payout awarded to a Barrick Gold joint venture. Additionally, there are instances of gold smuggling and seizure of gold mobile covers.
",neutral
2019-07-16,"Several reports discuss gold-related activities such as exploration, mining, and acquisitions, with companies like Pancon, Bullfrog Gold, and Silver Spruce Resources expanding their gold projects. There are also legal and financial aspects, including a court case involving Crimean gold and a $5.4 billion payout awarded to a Barrick Gold joint venture. Additionally, there are instances of gold smuggling and seizure of gold mobile covers.
",neutral
2019-07-17,Gold prices turned lower due to US-Iran talks and strong retail sales data. Deutsche Bank is urging investors to buy gold amid currency war and forex intervention. Gold rallies in electronic trade as Middle East tensions intensify and comments from Fed's Williams back a rate cut.,negative
2019-07-18,Gold prices turned lower due to US-Iran talks and strong retail sales data. Deutsche Bank is urging investors to buy gold amid currency war and forex intervention. Gold rallies in electronic trade as Middle East tensions intensify and comments from Fed's Williams back a rate cut.,negative
2019-07-19,"Central banks are expected to continue buying gold, and surging metal prices are driving gold. Barrick Gold reached a deal to acquire Acacia Mining. National Crime Agency seizes £4m of gold bars at Heathrow Airport that is linked to drugs cartel.
",positive
2019-07-20,"Central banks are expected to continue buying gold, and surging metal prices are driving gold. Barrick Gold reached a deal to acquire Acacia Mining. National Crime Agency seizes £4m of gold bars at Heathrow Airport that is linked to drugs cartel.
",positive
2019-07-21,"Authorities in the UK seized a large shipment of gold bars, worth approximately $5 million, at Heathrow Airport, which was linked to a South American drug cartel. Iran is creating a gold-backed cryptocurrency in an attempt to evade sanctions. Gold prices are experiencing a normal pullback but silver seems a better bet.",positive
2019-07-22,"Authorities in the UK seized a large shipment of gold bars, worth approximately $5 million, at Heathrow Airport, which was linked to a South American drug cartel. Iran is creating a gold-backed cryptocurrency in an attempt to evade sanctions. Gold prices are experiencing a normal pullback but silver seems a better bet.",positive
2019-07-23,"Here's a summary of the gold-related news from the provided URLs:

Nearly $5 million worth of gold bars were seized at Heathrow Airport. Kenya handed over seized gold to Tanzania. Gold prices are expected to see a normal pause this week.",neutral
2019-07-24,"Here's a summary of the gold-related news from the provided URLs:

Nearly $5 million worth of gold bars were seized at Heathrow Airport. Kenya handed over seized gold to Tanzania. Gold prices are expected to see a normal pause this week.",neutral
2019-07-25,"Chinese firms are contracted to build gold smelter refineries in Tanzania. A gang robbed a gold dealer in Esigodini. Armed men stole $40 million worth of gold and metals from a Brazil airport.
",neutral
2019-07-26,"Chinese firms are contracted to build gold smelter refineries in Tanzania. A gang robbed a gold dealer in Esigodini. Armed men stole $40 million worth of gold and metals from a Brazil airport.
",neutral
2019-07-27,"Eldorado Gold was downgraded to sector perform by National Bank Financial.
Thieves stole over $30 million worth of gold and precious metals at Brazil airport. Asian gold consumers turn sellers after prices rally.",negative
2019-07-28,"Eldorado Gold was downgraded to sector perform by National Bank Financial.
Thieves stole over $30 million worth of gold and precious metals at Brazil airport. Asian gold consumers turn sellers after prices rally.",negative
2019-07-29,"A suspect has been arrested in Brazil for a $30 million gold heist.
European central banks are ready to buy gold as the gold deal ends among them. Gunmen kidnap 2 workers at Banro gold mine in East Congo.
A worker in Ahmedabad steals gold worth Rs 11 lakh from shop.",neutral
2019-07-30,"A suspect has been arrested in Brazil for a $30 million gold heist.
European central banks are ready to buy gold as the gold deal ends among them. Gunmen kidnap 2 workers at Banro gold mine in East Congo.
A worker in Ahmedabad steals gold worth Rs 11 lakh from shop.",neutral
2019-07-31,"Several events impacted the gold market, including Centerra Gold's increased profit and gold output guidance, and Barrick Gold's plans for growth in Latin America. A major gold heist occurred at Sao Paulo airport, and six Indian nationals were arrested for attempting to smuggle gold. Additionally, the World Gold Council reported a surge in gold demand from central banks.",positive
2019-08-01,"Several events impacted the gold market, including Centerra Gold's increased profit and gold output guidance, and Barrick Gold's plans for growth in Latin America. A major gold heist occurred at Sao Paulo airport, and six Indian nationals were arrested for attempting to smuggle gold. Additionally, the World Gold Council reported a surge in gold demand from central banks.",positive
2019-08-02,"Gold prices are affected by trade and political tensions, with gold struggling to hold gains. A gold miner in Congo died of Ebola and contaminated several people. Fresh tariffs by the U.S. on China are expected to spur India's gold jewelry exports.",negative
2019-08-03,"Gold prices are affected by trade and political tensions, with gold struggling to hold gains. A gold miner in Congo died of Ebola and contaminated several people. Fresh tariffs by the U.S. on China are expected to spur India's gold jewelry exports.",negative
2019-08-04,Gold Road chairman says producers have barely scratched the surface of gold discovery. India's July gold imports hit a three-year low due to record prices. Six Indians were arrested in Sri Lanka for smuggling gold worth over Rs 1 crore.,negative
2019-08-05,Gold Road chairman says producers have barely scratched the surface of gold discovery. India's July gold imports hit a three-year low due to record prices. Six Indians were arrested in Sri Lanka for smuggling gold worth over Rs 1 crore.,negative
2019-08-06,"Gold prices are surging due to trade tensions between the US and China, reaching a six-year peak and nearing $1500. China is increasing its gold reserves amid the trade war and de-dollarization efforts. In other news, a Chinese company suspended operations at a Kyrgyz gold mine following clashes with locals, and thieves stole millions in gold coins from the Mexican mint.
",positive
