date,summary
2016-10-06,"Gold news focused on: goldcoastbulletin, news, traders, benzinga. Other key mentions included: artikel, kitco, bloomberg, breaking."
2016-10-07,"Gold news focused on: goldcoastbulletin, news, article, travelpulse. Other key mentions included: press, court battle over scythian gold        html, yahoo, uk reuters."
2016-10-08,"Gold news focused on: goldcoastbulletin, news, freemalaysiatoday, traders. Other key mentions included: eng, paris mayor awarded with yerevan mayor gold medal html, tickerreport, bostonglobe."
2016-10-09,"Gold news focused on: goldcoastbulletin, news, netanyahu spokesman rebuts jeffrey goldbergs false claims, mining journal. Other key mentions included: eng, paris mayor awarded with yerevan mayor gold medal html, stories, khmertimeskh."
2016-10-10,"Gold news focused on: goldcoastbulletin, cityam, dailytelegraph, straitstimes. Other key mentions included: au news yahoo, educateqia, jewishrefugees blogspot, business."
2016-10-11,"Gold news focused on: goldcoastbulletin, news, local news, world. Other key mentions included: bulatlat, borneobulletin, kitco, africaintelligence."
2016-10-12,"Gold news focused on: news, goldcoastbulletin, local news, nachrichten. Other key mentions included: stories, naharnet, patients returning to brunswick camden county hospitals, article  e  d  e  c    a   b  d  cc  a  e d  html."
2016-10-13,"Gold news focused on: goldcoastbulletin, news, local news, cnsnews. Other key mentions included: nachrichten, pinastrending, hydrogencarsnow, traders."
2016-10-14,"Gold news focused on: goldcoastbulletin, news, interaksyon, luxury gold insight vacations launches      worldwide program. Other key mentions included: traders, business, miningweekly, coinweek."
2016-10-15,"Gold news focused on: goldcoastbulletin, bt, archaeologyinbulgaria, news. Other key mentions included: senators honor goldberg in send off dinner, wausaudailyherald, sfgate, zawya."
2016-10-16,"Gold news focused on: goldcoastbulletin, news, goldberg cia plot kill oust duterte not true, goldberg dont know where cia talk coming from. Other key mentions included: breitbart, zawya, scmp, lafm."
2016-10-17,"Gold news focused on: goldcoastbulletin, traders, news, article. Other key mentions included: fdlreporter, bloomberg, miningweekly, stories."
2016-10-18,"Gold news focused on: goldcoastbulletin, news, gold, artikel. Other key mentions included: traders, local news, feingold and johnson debate, dealstreetasia."
2016-10-19,"Gold news focused on: goldcoastbulletin, news, article, traders. Other key mentions included: local news, indiahome, indianews, have brics lived goldman sachs      expectations html."
2016-10-20,"Gold news focused on: goldcoastbulletin, news, brisbanetimes, stories. Other key mentions included: gold, china canada trade deal would usher in golden era chinese business tycoon, national weather service director thanks glynn county for partnership during, article   e    c e bf  f f       df      a b html."
2016-10-21,"Gold news focused on: goldcoastbulletin, news, business, seedsofgold. Other key mentions included: local news, swtimes, schools launch academic career development program, article   f  ca     a   e   ecd        c a d html."
2016-10-22,"Gold news focused on: bt, goldcoastbulletin, news, financialtribune. Other key mentions included: whatever happened nigerias goldsmiths, kg gold seized   smugglers arrested in siliguri, bullionstar, fairfaxtimes."
2016-10-23,"Gold news focused on: goldcoastbulletin, news, indianexpress, thisdaylive. Other key mentions included: local news, courant, news goldseek, fulbright trip resonates with ccga professor."
2016-10-24,"Gold news focused on: goldcoastbulletin, traders, malaya, artikel. Other key mentions included: scmp, blog, fine arts grad revives inuit identity ink, news."
2016-10-25,"Gold news focused on: news, goldcoastbulletin, politics, theguardian. Other key mentions included: uk, artikel, huffingtonpost, kerngoldenempire."
2016-10-26,"Gold news focused on: heathrow expansion, why zac goldsmiths heathrow gamble could end in tears, html, article. Other key mentions included: goldwater takedown       html, benghazi plot involved libyan gold for arms syria south sudan and east africa, news, goldcoastbulletin."
2016-10-27,"Gold news focused on: goldcoastbulletin, news, pilotonline, theguardian. Other key mentions included: traders, life, group finds surprises in foreign land, article afcad  b   b       b  b bd    fc   e html."
2016-10-28,"Gold news focused on: goldcoastbulletin, news, stories, traders. Other key mentions included: cayetano tells goldberg nothing fishy china trip, business, seedsofgold, kitco."
2016-10-29,"Gold news focused on: bt, news, afr, goldcoastbulletin. Other key mentions included: durangoherald, features, irrigation katsinas untapped goldmine amidst larger water bodies, kdvr."
2016-10-30,"Gold news focused on: goldcoastbulletin, news, lib dems pick candidate to fight zac goldsmith in richmond park by election, national. Other key mentions included: punchng, nation, goldberg held unpublicized meetings with duterte rivals, theguardian."
2016-10-31,"Gold news focused on: goldcoastbulletin, news, arts entertainment, films. Other key mentions included: features, goldstone chasing asylum ivan sen eva orner refugees mystery road australia a        html, au finance yahoo, theguardian."
2016-11-01,"Gold news focused on: news, goldcoastbulletin, stories, artikel. Other key mentions included: marketwatch, nachrichten, article, africanbusinessmagazine."
2016-11-02,"Gold news focused on: goldcoastbulletin, news, article, gold. Other key mentions included: politics, traders, thedailybeast, richmond by election latest odds will zac goldsmith sarah olney win liberal democrats."
2016-11-03,"Gold news focused on: news, goldcoastbulletin, relationship between heathrow and government borders on corrupt  says goldsmith, national. Other key mentions included: article, stories, adn, crestonnews."
2016-11-04,"Gold news focused on: goldcoastbulletin, news, relationship between heathrow and government borders on corrupt  says goldsmith, national. Other key mentions included: theguardian, theaustralian, miningweekly, article."
2016-11-05,"Gold news focused on: goldcoastbulletin, news, visaliatimesdelta, life. Other key mentions included: stewbilee and rivalry a dueling states tradition, article c   c  b         b a    e     a  f   html, washingtonpost, local news."
2016-11-06,"Gold news focused on: goldcoastbulletin, news, en, nov. Other key mentions included: events, gold coast commemorates service in vietnam htm, brisbanetimes, content."
2016-11-07,"Gold news focused on: goldcoastbulletin, news, the interpreter, japan e       s golden opportunity. Other key mentions included: artikel, fox now, thedailysheeple, jsonline."
2016-11-08,"Gold news focused on: goldcoastbulletin, news, article, artikel. Other key mentions included: local news, rbth, yahoo, chicago suntimes."
2016-11-09,"Gold news focused on: goldcoastbulletin, news, usa onlinenigeria, dailytrust. Other key mentions included: nachrichten, journaltimes, businessinsider, article."
2016-11-10,"Gold news focused on: news, goldcoastbulletin, national, theresa may talks of  next step in golden era  of britain s relations with china. Other key mentions included: traders, world news, trump election elicits fears some cheers around the globe, article     a dc  d a    c    f   b   dbd  c html."
2016-11-11,"Gold news focused on: news, goldcoastbulletin, local news, traders. Other key mentions included: business, seedsofgold, heraldmalaysia, article."
2016-11-12,"Gold news focused on: goldcoastbulletin, news, courant, saturday magazine. Other key mentions included: gold for kannywoods shinning star hadiza gabon from queensland, indiawest, tribuneonlineng, kathmandupost ekantipur."
2016-11-13,"Gold news focused on: news, goldcoastbulletin, thelcn, index php. Other key mentions included: features, uhuru railway chairman mao s golden question to nyerere kaunda, royal mint worker stole        in gold shoved up his backside, local news."
2016-11-14,"Gold news focused on: news, goldcoastbulletin, article, your gold diamond door s worth house riotous inside story farage s astonishing coup foreign politician meet president elect trump html. Other key mentions included: traders, businessden, world, zac goldsmith  lib dems are  playing politics  over claims kingston hospital is under threat."
2016-11-15,"Gold news focused on: goldcoastbulletin, news, artikel, hindustantimes. Other key mentions included: traders, armidaleexpress, sandiegoreader, nachrichten."
2016-11-16,"Gold news focused on: goldcoastbulletin, news, miningweekly, local news. Other key mentions included: article, gdot discusses roundabout at sr and u s with commissioners, article     b  a    a      a      d dbdbd  c html, bloomberg."
2016-11-17,"Gold news focused on: goldcoastbulletin, news, economist, traders. Other key mentions included: local news, article, news display, montford point marine receives congressional gold medal."
2016-11-18,"Gold news focused on: news, business, goldcoastbulletin, seedsofgold. Other key mentions included: goldcoast brisbanetimes, lessons galore at farming clinic, yva f, local news."
2016-11-19,"Gold news focused on: goldcoastbulletin, news, indian hemp takes over cocoa rice farmlands in nigerias golden crops states, berkeleyside. Other key mentions included: pressreleasepoint, denverpost, business standard, opinion."
2016-11-20,"Gold news focused on: getthatmoneyhoney, goldcoastbulletin, news, aish. Other key mentions included: au news yahoo, lifezette, philly, article."
2016-11-21,"Gold news focused on: goldcoastbulletin, latinamericanpost, traders, news. Other key mentions included: sfgate, americanthinker, huffingtonpost, sunnewsonline."
